id,author/disease,gene,article_count
15322,Wang P/Pervasive developmental disorder,glutathione peroxidase 4,1
15323,Cao Y/Pervasive developmental disorder,glutathione peroxidase 4,1
15324,Sun H/Pervasive developmental disorder,glutathione peroxidase 4,2
15325,Wu L/Pervasive developmental disorder,glutathione peroxidase 4,1
15326,Hausman-Cohen S/Pervasive developmental disorder,SH3 and multiple ankyrin repeat domains 3,1
15327,LaValley W/Pervasive developmental disorder,SH3 and multiple ankyrin repeat domains 3,1
15328,Way H/Pervasive developmental disorder,SH3 and multiple ankyrin repeat domains 3,1
15329,Gutierrez E/Pervasive developmental disorder,SH3 and multiple ankyrin repeat domains 3,1
15330,Reeder J/Pervasive developmental disorder,SH3 and multiple ankyrin repeat domains 3,1
15331,Mattis J/Pervasive developmental disorder,parvalbumin,1
15332,Somarowthu A/Pervasive developmental disorder,parvalbumin,1
15333,Goff KM/Pervasive developmental disorder,parvalbumin,1
15334,Jiang E/Pervasive developmental disorder,parvalbumin,1
15335,Yom J/Pervasive developmental disorder,parvalbumin,1
15336,Sotuyo N/Pervasive developmental disorder,parvalbumin,1
15337,Mcgarry LM/Pervasive developmental disorder,parvalbumin,1
15338,Feng H/Pervasive developmental disorder,parvalbumin,1
15339,Kaneko K/Pervasive developmental disorder,parvalbumin,1
15340,Goldberg EM/Pervasive developmental disorder,parvalbumin,1
15341,Li Z/Pervasive developmental disorder,insulin,4
15342,Xiao GY/Pervasive developmental disorder,insulin,1
15343,He CY/Pervasive developmental disorder,insulin,1
15344,Liu X/Pervasive developmental disorder,insulin,9
15345,Fan X/Pervasive developmental disorder,insulin,1
15346,Zhao Y/Pervasive developmental disorder,insulin,1
15347,Wang NR/Pervasive developmental disorder,insulin,1
15348,Cheng Y/Pervasive developmental disorder,somatostatin,2
15349,Tang B/Pervasive developmental disorder,somatostatin,1
15350,Zhang G/Pervasive developmental disorder,somatostatin,1
15351,An P/Pervasive developmental disorder,somatostatin,1
15352,Sun Y/Pervasive developmental disorder,somatostatin,1
15353,Gao M/Pervasive developmental disorder,somatostatin,1
15354,Zhang Y/Pervasive developmental disorder,somatostatin,5
15355,Shan Y/Pervasive developmental disorder,somatostatin,1
15356,Zhang J/Pervasive developmental disorder,somatostatin,6
15357,Liu Q/Pervasive developmental disorder,somatostatin,1
15358,Lai CSW/Pervasive developmental disorder,somatostatin,1
15359,de Villers-Sidani E/Pervasive developmental disorder,somatostatin,1
15360,Wang Y/Pervasive developmental disorder,somatostatin,8
15361,Zhou X/Pervasive developmental disorder,somatostatin,1
15362,Kutna V/Pervasive developmental disorder,synaptophysin,1
15363,O'Leary VB/Pervasive developmental disorder,synaptophysin,1
15364,Hoschl C/Pervasive developmental disorder,synaptophysin,1
15365,Ovsepian SV/Pervasive developmental disorder,synaptophysin,1
15366,Fanelli G/Pervasive developmental disorder,insulin,2
15367,Franke B/Pervasive developmental disorder,insulin,2
15368,De Witte W/Pervasive developmental disorder,insulin,2
15369,Ruisch IH/Pervasive developmental disorder,insulin,2
15370,Haavik J/Pervasive developmental disorder,insulin,2
15371,van Gils V/Pervasive developmental disorder,insulin,2
15372,Jansen WJ/Pervasive developmental disorder,insulin,2
15373,Vos SJB/Pervasive developmental disorder,insulin,2
15374,Lind L/Pervasive developmental disorder,insulin,2
15375,Buitelaar JK/Pervasive developmental disorder,insulin,2
15376,Banaschewski T/Pervasive developmental disorder,insulin,2
15377,Dalsgaard S/Pervasive developmental disorder,insulin,2
15378,Serretti A/Pervasive developmental disorder,insulin,2
15379,Mota NR/Pervasive developmental disorder,insulin,2
15380,Poelmans G/Pervasive developmental disorder,insulin,2
15381,Bralten J/Pervasive developmental disorder,insulin,2
15382,Fanelli G/Pervasive developmental disorder,insulin receptor,2
15383,Franke B/Pervasive developmental disorder,insulin receptor,2
15384,De Witte W/Pervasive developmental disorder,insulin receptor,2
15385,Ruisch IH/Pervasive developmental disorder,insulin receptor,2
15386,Haavik J/Pervasive developmental disorder,insulin receptor,2
15387,van Gils V/Pervasive developmental disorder,insulin receptor,2
15388,Jansen WJ/Pervasive developmental disorder,insulin receptor,2
15389,Vos SJB/Pervasive developmental disorder,insulin receptor,2
15390,Lind L/Pervasive developmental disorder,insulin receptor,2
15391,Buitelaar JK/Pervasive developmental disorder,insulin receptor,2
15392,Banaschewski T/Pervasive developmental disorder,insulin receptor,2
15393,Dalsgaard S/Pervasive developmental disorder,insulin receptor,2
15394,Serretti A/Pervasive developmental disorder,insulin receptor,2
15395,Mota NR/Pervasive developmental disorder,insulin receptor,2
15396,Poelmans G/Pervasive developmental disorder,insulin receptor,2
15397,Bralten J/Pervasive developmental disorder,insulin receptor,2
15398,Wang J/Pervasive developmental disorder,superoxide dismutase 2,4
15399,Frohlich H/Pervasive developmental disorder,superoxide dismutase 2,1
15400,Torres FB/Pervasive developmental disorder,superoxide dismutase 2,1
15401,Silva RL/Pervasive developmental disorder,superoxide dismutase 2,1
15402,Poschet G/Pervasive developmental disorder,superoxide dismutase 2,1
15403,Agarwal A/Pervasive developmental disorder,superoxide dismutase 2,1
15404,Rappold GA/Pervasive developmental disorder,superoxide dismutase 2,1
15405,Kohlhoff J/Pervasive developmental disorder,oxytocin receptor,1
15406,Cibralic S/Pervasive developmental disorder,oxytocin receptor,1
15407,Hawes DJ/Pervasive developmental disorder,oxytocin receptor,1
15408,Eapen V/Pervasive developmental disorder,oxytocin receptor,1
15409,Hughes RB/Pervasive developmental disorder,insulin receptor,1
15410,Whittingham-Dowd J/Pervasive developmental disorder,insulin receptor,1
15411,Clapcote SJ/Pervasive developmental disorder,insulin receptor,1
15412,Broughton SJ/Pervasive developmental disorder,insulin receptor,1
15413,Dawson N/Pervasive developmental disorder,insulin receptor,1
15414,Okazaki S/Pervasive developmental disorder,plasminogen,1
15415,Kimura R/Pervasive developmental disorder,plasminogen,1
15416,Otsuka I/Pervasive developmental disorder,plasminogen,1
15417,Funabiki Y/Pervasive developmental disorder,plasminogen,1
15418,Murai T/Pervasive developmental disorder,plasminogen,1
15419,Hishimoto A/Pervasive developmental disorder,plasminogen,1
15420,Sethuram S/Pervasive developmental disorder,insulin,1
15421,Levy T/Pervasive developmental disorder,insulin,1
15422,Foss-Feig J/Pervasive developmental disorder,insulin,1
15423,Halpern D/Pervasive developmental disorder,insulin,1
15424,Sandin S/Pervasive developmental disorder,insulin,1
15425,Siper PM/Pervasive developmental disorder,insulin,1
15426,Walker H/Pervasive developmental disorder,insulin,1
15427,Buxbaum JD/Pervasive developmental disorder,insulin,1
15428,Rapaport R/Pervasive developmental disorder,insulin,1
15429,Kolevzon A/Pervasive developmental disorder,insulin,1
15430,Knipper M/Pervasive developmental disorder,parvalbumin,1
15431,Singer W/Pervasive developmental disorder,parvalbumin,1
15432,Schwabe K/Pervasive developmental disorder,parvalbumin,1
15433,Hagberg GE/Pervasive developmental disorder,parvalbumin,1
15434,Li Hegner Y/Pervasive developmental disorder,parvalbumin,1
15435,Ruttiger L/Pervasive developmental disorder,parvalbumin,1
15436,Braun C/Pervasive developmental disorder,parvalbumin,1
15437,Land R/Pervasive developmental disorder,parvalbumin,1
15438,Knoedler JR/Pervasive developmental disorder,estrogen receptor 1,1
15439,Inoue S/Pervasive developmental disorder,estrogen receptor 1,1
15440,Bayless DW/Pervasive developmental disorder,estrogen receptor 1,1
15441,Yang T/Pervasive developmental disorder,estrogen receptor 1,4
15442,Tantry A/Pervasive developmental disorder,estrogen receptor 1,1
15443,Davis CH/Pervasive developmental disorder,estrogen receptor 1,1
15444,Leung NY/Pervasive developmental disorder,estrogen receptor 1,1
15445,Parthasarathy S/Pervasive developmental disorder,estrogen receptor 1,1
15446,Wang G/Pervasive developmental disorder,estrogen receptor 1,1
15447,Alvarado M/Pervasive developmental disorder,estrogen receptor 1,1
15448,Rizvi AH/Pervasive developmental disorder,estrogen receptor 1,1
15449,Fenno LE/Pervasive developmental disorder,estrogen receptor 1,1
15450,Ramakrishnan C/Pervasive developmental disorder,estrogen receptor 1,1
15451,Deisseroth K/Pervasive developmental disorder,estrogen receptor 1,1
15452,Shah NM/Pervasive developmental disorder,estrogen receptor 1,1
15453,Sheikh TI/Pervasive developmental disorder,nucleolin,1
15454,Harripaul R/Pervasive developmental disorder,nucleolin,1
15455,Vasli N/Pervasive developmental disorder,nucleolin,1
15456,Ghadami M/Pervasive developmental disorder,nucleolin,1
15457,Santangelo SL/Pervasive developmental disorder,nucleolin,1
15458,Ayub M/Pervasive developmental disorder,nucleolin,1
15459,Sasanfar R/Pervasive developmental disorder,nucleolin,1
15460,Vincent JB/Pervasive developmental disorder,nucleolin,1
15461,Alhakbany M/Pervasive developmental disorder,tumor necrosis factor,1
15462,Al-Ayadhi L/Pervasive developmental disorder,tumor necrosis factor,1
15463,El-Ansary A/Pervasive developmental disorder,tumor necrosis factor,2
15464,Lin WD/Pervasive developmental disorder,Gilles de la Tourette syndrome,2
15465,Tsai FJ/Pervasive developmental disorder,Gilles de la Tourette syndrome,2
15466,Chou IC/Pervasive developmental disorder,Gilles de la Tourette syndrome,2
15467,Lin WD/Pervasive developmental disorder,histidine decarboxylase,2
15468,Tsai FJ/Pervasive developmental disorder,histidine decarboxylase,2
15469,Chou IC/Pervasive developmental disorder,histidine decarboxylase,2
15470,Yu H/Pervasive developmental disorder,superoxide dismutase 2,2
15471,Niu Y/Pervasive developmental disorder,superoxide dismutase 2,1
15472,Jia G/Pervasive developmental disorder,superoxide dismutase 2,1
15473,Liang Y/Pervasive developmental disorder,superoxide dismutase 2,2
15474,Chen B/Pervasive developmental disorder,superoxide dismutase 2,1
15475,Sun R/Pervasive developmental disorder,superoxide dismutase 2,1
15476,Wang M/Pervasive developmental disorder,superoxide dismutase 2,1
15477,Huang S/Pervasive developmental disorder,superoxide dismutase 2,1
15478,Zeng J/Pervasive developmental disorder,superoxide dismutase 2,1
15479,Lu J/Pervasive developmental disorder,superoxide dismutase 2,3
15480,Li L/Pervasive developmental disorder,superoxide dismutase 2,4
15481,Guo X/Pervasive developmental disorder,superoxide dismutase 2,1
15482,Yao P/Pervasive developmental disorder,superoxide dismutase 2,1
15483,Zhao P/Pervasive developmental disorder,thioredoxin,2
15484,Fu H/Pervasive developmental disorder,thioredoxin,2
15485,Cheng H/Pervasive developmental disorder,thioredoxin,2
15486,Zheng R/Pervasive developmental disorder,thioredoxin,2
15487,Yuan D/Pervasive developmental disorder,thioredoxin,2
15488,Yang J/Pervasive developmental disorder,thioredoxin,2
15489,Li S/Pervasive developmental disorder,thioredoxin,2
15490,Li E/Pervasive developmental disorder,thioredoxin,2
15491,Li L/Pervasive developmental disorder,thioredoxin,4
15492,Zhao P/Pervasive developmental disorder,caspase 1,2
15493,Fu H/Pervasive developmental disorder,caspase 1,2
15494,Cheng H/Pervasive developmental disorder,caspase 1,2
15495,Zheng R/Pervasive developmental disorder,caspase 1,2
15496,Yuan D/Pervasive developmental disorder,caspase 1,2
15497,Yang J/Pervasive developmental disorder,caspase 1,2
15498,Li S/Pervasive developmental disorder,caspase 1,2
15499,Li E/Pervasive developmental disorder,caspase 1,2
15500,Li L/Pervasive developmental disorder,caspase 1,4
15501,Dewulf JP/Pervasive developmental disorder,adenylosuccinate lyase,1
15502,Marie S/Pervasive developmental disorder,adenylosuccinate lyase,1
15503,Nassogne MC/Pervasive developmental disorder,adenylosuccinate lyase,1
15504,Carducci F/Pervasive developmental disorder,glutathione peroxidase 1,1
15505,Ardiccioni C/Pervasive developmental disorder,glutathione peroxidase 1,1
15506,Fiorini R/Pervasive developmental disorder,glutathione peroxidase 1,1
15507,Vignini A/Pervasive developmental disorder,glutathione peroxidase 1,1
15508,Di Paolo A/Pervasive developmental disorder,glutathione peroxidase 1,1
15509,Alia S/Pervasive developmental disorder,glutathione peroxidase 1,1
15510,Barucca M/Pervasive developmental disorder,glutathione peroxidase 1,1
15511,Biscotti MA/Pervasive developmental disorder,glutathione peroxidase 1,1
15512,Nalbant K/Pervasive developmental disorder,occludin,1
15513,Erden S/Pervasive developmental disorder,occludin,1
15514,Yazar A/Pervasive developmental disorder,occludin,1
15515,Kilinc I/Pervasive developmental disorder,occludin,1
15516,Meyer M/Pervasive developmental disorder,oxytocin receptor,1
15517,Jurek B/Pervasive developmental disorder,oxytocin receptor,1
15518,Alfonso-Prieto M/Pervasive developmental disorder,oxytocin receptor,1
15519,Ribeiro R/Pervasive developmental disorder,oxytocin receptor,1
15520,Milenkovic VM/Pervasive developmental disorder,oxytocin receptor,1
15521,Winter J/Pervasive developmental disorder,oxytocin receptor,1
15522,Hoffmann P/Pervasive developmental disorder,oxytocin receptor,1
15523,Wetzel CH/Pervasive developmental disorder,oxytocin receptor,1
15524,Giorgetti A/Pervasive developmental disorder,oxytocin receptor,1
15525,Carloni P/Pervasive developmental disorder,oxytocin receptor,1
15526,Neumann ID/Pervasive developmental disorder,oxytocin receptor,1
15527,Caliskan E/Pervasive developmental disorder,oxytocin receptor,1
15528,Sahin MN/Pervasive developmental disorder,oxytocin receptor,1
15529,Guldag MA/Pervasive developmental disorder,oxytocin receptor,1
15530,Ali A/Pervasive developmental disorder,renin,1
15531,Alexander S/Pervasive developmental disorder,renin,1
15532,Ko P/Pervasive developmental disorder,renin,1
15533,Cuffe JSM/Pervasive developmental disorder,renin,1
15534,Whitehouse AJO/Pervasive developmental disorder,renin,1
15535,McGrath JJ/Pervasive developmental disorder,renin,1
15536,Eyles D/Pervasive developmental disorder,renin,1
15537,Qiu T/Pervasive developmental disorder,gephyrin,1
15538,Dai Q/Pervasive developmental disorder,gephyrin,1
15539,Wang Q/Pervasive developmental disorder,gephyrin,1
15540,Contractor A/Pervasive developmental disorder,parvalbumin,1
15541,Ethell IM/Pervasive developmental disorder,parvalbumin,1
15542,Portera-Cailliau C/Pervasive developmental disorder,parvalbumin,1
15543,Muellerleile J/Pervasive developmental disorder,neuroligin 3,1
15544,Vnencak M/Pervasive developmental disorder,neuroligin 3,1
15545,Ippolito A/Pervasive developmental disorder,neuroligin 3,1
15546,Krueger-Burg D/Pervasive developmental disorder,neuroligin 3,3
15547,Jungenitz T/Pervasive developmental disorder,neuroligin 3,1
15548,Schwarzacher SW/Pervasive developmental disorder,neuroligin 3,1
15549,Jedlicka P/Pervasive developmental disorder,neuroligin 3,1
15550,Tang Q/Pervasive developmental disorder,multiple sclerosis,2
15551,Cao L/Pervasive developmental disorder,multiple sclerosis,1
15552,Kang J/Pervasive developmental disorder,caspase 3,1
15553,Bishayee K/Pervasive developmental disorder,caspase 3,1
15554,Huh SO/Pervasive developmental disorder,caspase 3,1
15555,Rein B/Pervasive developmental disorder,histone deacetylase 5,1
15556,Conrow-Graham M/Pervasive developmental disorder,histone deacetylase 5,1
15557,Frazier A/Pervasive developmental disorder,histone deacetylase 5,1
15558,Cao Q/Pervasive developmental disorder,histone deacetylase 5,1
15559,Yan Z/Pervasive developmental disorder,histone deacetylase 5,1
15560,Pedersen JH/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15561,Skytthe A/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15562,Bybjerg-Grauholm J/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15563,Kucukyildiz AS/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15564,Skov L/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15565,Debes NM/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15566,Tumer Z/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15567,Saha S/Pervasive developmental disorder,methylenetetrahydrofolate reductase,1
15568,Saha T/Pervasive developmental disorder,methylenetetrahydrofolate reductase,1
15569,Rajamma U/Pervasive developmental disorder,methylenetetrahydrofolate reductase,1
15570,Sinha S/Pervasive developmental disorder,methylenetetrahydrofolate reductase,1
15571,Mukhopadhyay K/Pervasive developmental disorder,methylenetetrahydrofolate reductase,1
15572,De Pol M/Pervasive developmental disorder,fatty acid amide hydrolase,1
15573,Kolla NJ/Pervasive developmental disorder,fatty acid amide hydrolase,1
15574,Paterno R/Pervasive developmental disorder,parvalbumin,1
15575,Marafiga JR/Pervasive developmental disorder,parvalbumin,1
15576,Ramsay H/Pervasive developmental disorder,parvalbumin,1
15577,Li T/Pervasive developmental disorder,parvalbumin,6
15578,Salvati KA/Pervasive developmental disorder,parvalbumin,1
15579,Baraban SC/Pervasive developmental disorder,parvalbumin,1
15580,Aslan C/Pervasive developmental disorder,leucine rich glioma inactivated 1,1
15581,Konuskan B/Pervasive developmental disorder,leucine rich glioma inactivated 1,1
15582,Sener B/Pervasive developmental disorder,leucine rich glioma inactivated 1,1
15583,Unal F/Pervasive developmental disorder,leucine rich glioma inactivated 1,1
15584,Koganezawa N/Pervasive developmental disorder,gephyrin,2
15585,Hanamura K/Pervasive developmental disorder,gephyrin,2
15586,Schwark M/Pervasive developmental disorder,gephyrin,2
15587,Krueger-Burg D/Pervasive developmental disorder,gephyrin,3
15588,Kawabe H/Pervasive developmental disorder,gephyrin,2
15589,Koganezawa N/Pervasive developmental disorder,neuroligin 3,2
15590,Hanamura K/Pervasive developmental disorder,neuroligin 3,2
15591,Schwark M/Pervasive developmental disorder,neuroligin 3,2
15592,Krueger-Burg D/Pervasive developmental disorder,neuroligin 3,3
15593,Kawabe H/Pervasive developmental disorder,neuroligin 3,2
15594,Bilgen Ulgar S/Pervasive developmental disorder,amphiphysin,1
15595,Ayaydin H/Pervasive developmental disorder,amphiphysin,1
15596,Celik H/Pervasive developmental disorder,amphiphysin,1
15597,Koyuncu I/Pervasive developmental disorder,amphiphysin,1
15598,Kirmit A/Pervasive developmental disorder,amphiphysin,1
15599,Bellato A/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15600,Norman L/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15601,Idrees I/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15602,Ogawa CY/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15603,Waitt A/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15604,Zuccolo PF/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15605,Tye C/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15606,Radua J/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15607,Groom MJ/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15608,Shephard E/Pervasive developmental disorder,Gilles de la Tourette syndrome,1
15609,Lin X/Pervasive developmental disorder,neuroplastin,1
15610,Liang Y/Pervasive developmental disorder,neuroplastin,2
15611,Herrera-Molina R/Pervasive developmental disorder,neuroplastin,1
15612,Montag D/Pervasive developmental disorder,neuroplastin,1
15613,Eisenberg C/Pervasive developmental disorder,neuropilin 2,4
15614,Subramanian D/Pervasive developmental disorder,neuropilin 2,4
15615,Afrasiabi M/Pervasive developmental disorder,neuropilin 2,4
15616,Ziobro P/Pervasive developmental disorder,neuropilin 2,4
15617,DeLucia J/Pervasive developmental disorder,neuropilin 2,4
15618,Hirschberg PR/Pervasive developmental disorder,neuropilin 2,4
15619,Shiflett MW/Pervasive developmental disorder,neuropilin 2,4
15620,Santhakumar V/Pervasive developmental disorder,neuropilin 2,4
15621,Tran TS/Pervasive developmental disorder,neuropilin 2,4
15622,Eisenberg C/Pervasive developmental disorder,parvalbumin,4
15623,Subramanian D/Pervasive developmental disorder,parvalbumin,4
15624,Afrasiabi M/Pervasive developmental disorder,parvalbumin,4
15625,Ziobro P/Pervasive developmental disorder,parvalbumin,4
15626,DeLucia J/Pervasive developmental disorder,parvalbumin,4
15627,Hirschberg PR/Pervasive developmental disorder,parvalbumin,4
15628,Shiflett MW/Pervasive developmental disorder,parvalbumin,4
15629,Santhakumar V/Pervasive developmental disorder,parvalbumin,4
15630,Tran TS/Pervasive developmental disorder,parvalbumin,4
15631,Eisenberg C/Pervasive developmental disorder,somatostatin,4
15632,Subramanian D/Pervasive developmental disorder,somatostatin,4
15633,Afrasiabi M/Pervasive developmental disorder,somatostatin,4
15634,Ziobro P/Pervasive developmental disorder,somatostatin,4
15635,DeLucia J/Pervasive developmental disorder,somatostatin,4
15636,Hirschberg PR/Pervasive developmental disorder,somatostatin,4
15637,Shiflett MW/Pervasive developmental disorder,somatostatin,4
15638,Santhakumar V/Pervasive developmental disorder,somatostatin,4
15639,Tran TS/Pervasive developmental disorder,somatostatin,4
15640,Eisenberg C/Pervasive developmental disorder,neuropeptide Y,4
15641,Subramanian D/Pervasive developmental disorder,neuropeptide Y,4
15642,Afrasiabi M/Pervasive developmental disorder,neuropeptide Y,4
15643,Ziobro P/Pervasive developmental disorder,neuropeptide Y,4
15644,DeLucia J/Pervasive developmental disorder,neuropeptide Y,4
15645,Hirschberg PR/Pervasive developmental disorder,neuropeptide Y,4
15646,Shiflett MW/Pervasive developmental disorder,neuropeptide Y,4
15647,Santhakumar V/Pervasive developmental disorder,neuropeptide Y,4
15648,Tran TS/Pervasive developmental disorder,neuropeptide Y,4
15649,Huang L/Pervasive developmental disorder,parvalbumin,1
15650,Wang J/Pervasive developmental disorder,parvalbumin,4
15651,Liang G/Pervasive developmental disorder,parvalbumin,1
15652,Gao Y/Pervasive developmental disorder,parvalbumin,3
15653,Jin SY/Pervasive developmental disorder,parvalbumin,1
15654,Hu J/Pervasive developmental disorder,parvalbumin,1
15655,Yang X/Pervasive developmental disorder,parvalbumin,1
15656,Lao J/Pervasive developmental disorder,parvalbumin,1
15657,Chen J/Pervasive developmental disorder,parvalbumin,7
15658,Luo ZC/Pervasive developmental disorder,parvalbumin,1
15659,Fan C/Pervasive developmental disorder,parvalbumin,1
15660,Xiong L/Pervasive developmental disorder,parvalbumin,1
15661,Zhu X/Pervasive developmental disorder,parvalbumin,1
15662,Gao TM/Pervasive developmental disorder,parvalbumin,1
15663,Zhong M/Pervasive developmental disorder,parvalbumin,3
15664,Liu C/Pervasive developmental disorder,glutamate metabotropic receptor 5,1
15665,Wang Y/Pervasive developmental disorder,glutamate metabotropic receptor 5,8
15666,Deng J/Pervasive developmental disorder,glutamate metabotropic receptor 5,1
15667,Lin J/Pervasive developmental disorder,glutamate metabotropic receptor 5,3
15668,Hu C/Pervasive developmental disorder,glutamate metabotropic receptor 5,1
15669,Li Q/Pervasive developmental disorder,glutamate metabotropic receptor 5,1
15670,Xu X/Pervasive developmental disorder,glutamate metabotropic receptor 5,5
15671,Aljumaiah MM/Pervasive developmental disorder,insulin,1
15672,Alonazi MA/Pervasive developmental disorder,insulin,1
15673,Al-Dbass AM/Pervasive developmental disorder,insulin,1
15674,Almnaizel AT/Pervasive developmental disorder,insulin,1
15675,Alahmed M/Pervasive developmental disorder,insulin,1
15676,Soliman DA/Pervasive developmental disorder,insulin,1
15677,El-Ansary A/Pervasive developmental disorder,insulin,2
15678,Gatford NJF/Pervasive developmental disorder,neuroligin 3,1
15679,Deans PJM/Pervasive developmental disorder,neuroligin 3,1
15680,Duarte RRR/Pervasive developmental disorder,neuroligin 3,1
15681,Chennell G/Pervasive developmental disorder,neuroligin 3,1
15682,Sellers KJ/Pervasive developmental disorder,neuroligin 3,1
15683,Raval P/Pervasive developmental disorder,neuroligin 3,1
15684,Srivastava DP/Pervasive developmental disorder,neuroligin 3,1
15685,Zhuang Q/Pervasive developmental disorder,arginine vasopressin,1
15686,Zheng X/Pervasive developmental disorder,arginine vasopressin,2
15687,Becker B/Pervasive developmental disorder,arginine vasopressin,1
15688,Lei W/Pervasive developmental disorder,arginine vasopressin,1
15689,Xu X/Pervasive developmental disorder,arginine vasopressin,5
15690,Kendrick KM/Pervasive developmental disorder,arginine vasopressin,1
15691,Shilpa O/Pervasive developmental disorder,catalase,1
15692,Anupama KP/Pervasive developmental disorder,catalase,1
15693,Antony A/Pervasive developmental disorder,catalase,1
15694,Gurushankara HP/Pervasive developmental disorder,catalase,1
15695,Tierney E/Pervasive developmental disorder,apolipoprotein A1,2
15696,Remaley AT/Pervasive developmental disorder,apolipoprotein A1,2
15697,Thurm A/Pervasive developmental disorder,apolipoprotein A1,2
15698,Jager LR/Pervasive developmental disorder,apolipoprotein A1,2
15699,Wassif CA/Pervasive developmental disorder,apolipoprotein A1,2
15700,Kratz LE/Pervasive developmental disorder,apolipoprotein A1,2
15701,Bailey-Wilson JE/Pervasive developmental disorder,apolipoprotein A1,2
15702,Bukelis I/Pervasive developmental disorder,apolipoprotein A1,2
15703,Sarphare G/Pervasive developmental disorder,apolipoprotein A1,2
15704,Jung ES/Pervasive developmental disorder,apolipoprotein A1,2
15705,Brand B/Pervasive developmental disorder,apolipoprotein A1,2
15706,Noah KK/Pervasive developmental disorder,apolipoprotein A1,2
15707,Porter FD/Pervasive developmental disorder,apolipoprotein A1,2
15708,Tierney E/Pervasive developmental disorder,apolipoprotein B,2
15709,Remaley AT/Pervasive developmental disorder,apolipoprotein B,2
15710,Thurm A/Pervasive developmental disorder,apolipoprotein B,2
15711,Jager LR/Pervasive developmental disorder,apolipoprotein B,2
15712,Wassif CA/Pervasive developmental disorder,apolipoprotein B,2
15713,Kratz LE/Pervasive developmental disorder,apolipoprotein B,2
15714,Bailey-Wilson JE/Pervasive developmental disorder,apolipoprotein B,2
15715,Bukelis I/Pervasive developmental disorder,apolipoprotein B,2
15716,Sarphare G/Pervasive developmental disorder,apolipoprotein B,2
15717,Jung ES/Pervasive developmental disorder,apolipoprotein B,2
15718,Brand B/Pervasive developmental disorder,apolipoprotein B,2
15719,Noah KK/Pervasive developmental disorder,apolipoprotein B,2
15720,Porter FD/Pervasive developmental disorder,apolipoprotein B,2
15721,Dhulkifle H/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15722,Agouni A/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15723,Zeidan A/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15724,Al-Kuwari MS/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15725,Parray A/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15726,Tolefat M/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15727,Korashy HM/Pervasive developmental disorder,aryl hydrocarbon receptor,1
15728,Takanezawa Y/Pervasive developmental disorder,insulin,1
15729,Tanabe S/Pervasive developmental disorder,insulin,1
15730,Kato D/Pervasive developmental disorder,insulin,1
15731,Ozeki R/Pervasive developmental disorder,insulin,1
15732,Komoda M/Pervasive developmental disorder,insulin,1
15733,Suzuki T/Pervasive developmental disorder,insulin,1
15734,Baba H/Pervasive developmental disorder,insulin,1
15735,Muramatsu R/Pervasive developmental disorder,insulin,1
15736,Rancken EJ/Pervasive developmental disorder,erythropoietin,1
15737,Metsaranta MPH/Pervasive developmental disorder,erythropoietin,1
15738,Gissler M/Pervasive developmental disorder,erythropoietin,1
15739,Rahkonen LK/Pervasive developmental disorder,erythropoietin,1
15740,Haataja LM/Pervasive developmental disorder,erythropoietin,1
15741,Hoxha B/Pervasive developmental disorder,folate receptor alpha,1
15742,Hoxha M/Pervasive developmental disorder,folate receptor alpha,1
15743,Domi E/Pervasive developmental disorder,folate receptor alpha,1
15744,Gervasoni J/Pervasive developmental disorder,folate receptor alpha,1
15745,Persichilli S/Pervasive developmental disorder,folate receptor alpha,1
15746,Malaj V/Pervasive developmental disorder,folate receptor alpha,1
15747,Zappacosta B/Pervasive developmental disorder,folate receptor alpha,1
15748,Burket JA/Pervasive developmental disorder,parvalbumin,1
15749,Webb JD/Pervasive developmental disorder,parvalbumin,1
15750,Deutsch SI/Pervasive developmental disorder,parvalbumin,1
15751,Peteri UK/Pervasive developmental disorder,plasminogen,1
15752,Pitkonen J/Pervasive developmental disorder,plasminogen,1
15753,de Toma I/Pervasive developmental disorder,plasminogen,1
15754,Nieminen O/Pervasive developmental disorder,plasminogen,1
15755,Utami KH/Pervasive developmental disorder,plasminogen,1
15756,Strandin TM/Pervasive developmental disorder,plasminogen,1
