id,author/disease,gene,n_articles
4655,Levin J/Disease of mental health,neuronal pentraxin receptor,9
6151,Otto M/Disease of mental health,neuronal pentraxin receptor,7
7832,Sorbi S/Disease of mental health,neuronal pentraxin receptor,7
4545,Le Ber I/Disease of mental health,neuronal pentraxin receptor,5
6315,Pasquier F/Disease of mental health,neuronal pentraxin receptor,5
2809,Gobom J/Disease of mental health,neuronal pentraxin receptor,6
955,Brinkmalm A/Disease of mental health,neuronal pentraxin receptor,4
813,Blennow K/Disease of mental health,neuronal pentraxin receptor,19
9321,Zetterberg H/Disease of mental health,neuronal pentraxin receptor,27
7011,Rohrer JD/Disease of mental health,neuronal pentraxin receptor,7
7792,Sogorb-Esteve A/Disease of mental health,neuronal pentraxin 1,6
5929,Nilsson J/Disease of mental health,neuronal pentraxin 1,5
8070,Swift IJ/Disease of mental health,neuronal pentraxin 1,7
3273,Heller C/Disease of mental health,neuronal pentraxin 1,7
823,Bocchetta M/Disease of mental health,neuronal pentraxin 1,7
7106,Russell LL/Disease of mental health,neuronal pentraxin 1,5
6361,Peakman G/Disease of mental health,neuronal pentraxin 1,7
1542,Convery RS/Disease of mental health,neuronal pentraxin 1,5
9556,van Swieten JC/Disease of mental health,neuronal pentraxin 1,7
7439,Seelaar H/Disease of mental health,neuronal pentraxin 1,7
873,Borroni B/Disease of mental health,neuronal pentraxin 1,8
2588,Galimberti D/Disease of mental health,neuronal pentraxin 1,7
7219,Sanchez-Valle R/Disease of mental health,neuronal pentraxin 1,9
4446,Laforce R Jr/Disease of mental health,neuronal pentraxin 1,6
5627,Moreno F/Disease of mental health,neuronal pentraxin 1,7
8074,Synofzik M/Disease of mental health,neuronal pentraxin 1,8
2903,Graff C/Disease of mental health,neuronal pentraxin 1,7
5190,Masellis M/Disease of mental health,neuronal pentraxin 1,7
8186,Tartaglia MC/Disease of mental health,neuronal pentraxin 1,7
7070,Rowe JB/Disease of mental health,neuronal pentraxin 1,7
8543,Vandenberghe R/Disease of mental health,neuronal pentraxin 1,8
2383,Finger E/Disease of mental health,neuronal pentraxin 1,7
8100,Tagliavini F/Disease of mental health,neuronal pentraxin 1,6
7236,Santana I/Disease of mental health,neuronal pentraxin 1,7
1073,Butler CR/Disease of mental health,neuronal pentraxin 1,5
2034,Ducharme S/Disease of mental health,neuronal pentraxin 1,7
2707,Gerhard A/Disease of mental health,neuronal pentraxin 1,7
1701,Danek A/Disease of mental health,neuronal pentraxin 1,7
4655,Levin J/Disease of mental health,neuronal pentraxin 1,9
6151,Otto M/Disease of mental health,neuronal pentraxin 1,7
7832,Sorbi S/Disease of mental health,neuronal pentraxin 1,7
4545,Le Ber I/Disease of mental health,neuronal pentraxin 1,5
6315,Pasquier F/Disease of mental health,neuronal pentraxin 1,5
2809,Gobom J/Disease of mental health,neuronal pentraxin 1,6
955,Brinkmalm A/Disease of mental health,neuronal pentraxin 1,4
813,Blennow K/Disease of mental health,neuronal pentraxin 1,19
9321,Zetterberg H/Disease of mental health,neuronal pentraxin 1,27
7011,Rohrer JD/Disease of mental health,neuronal pentraxin 1,7
7792,Sogorb-Esteve A/Disease of mental health,neuronal pentraxin 2,6
5929,Nilsson J/Disease of mental health,neuronal pentraxin 2,5
8070,Swift IJ/Disease of mental health,neuronal pentraxin 2,7
3273,Heller C/Disease of mental health,neuronal pentraxin 2,7
823,Bocchetta M/Disease of mental health,neuronal pentraxin 2,7
7106,Russell LL/Disease of mental health,neuronal pentraxin 2,5
6361,Peakman G/Disease of mental health,neuronal pentraxin 2,7
1542,Convery RS/Disease of mental health,neuronal pentraxin 2,5
9556,van Swieten JC/Disease of mental health,neuronal pentraxin 2,7
7439,Seelaar H/Disease of mental health,neuronal pentraxin 2,7
873,Borroni B/Disease of mental health,neuronal pentraxin 2,8
2588,Galimberti D/Disease of mental health,neuronal pentraxin 2,7
7219,Sanchez-Valle R/Disease of mental health,neuronal pentraxin 2,9
4446,Laforce R Jr/Disease of mental health,neuronal pentraxin 2,6
5627,Moreno F/Disease of mental health,neuronal pentraxin 2,7
8074,Synofzik M/Disease of mental health,neuronal pentraxin 2,8
2903,Graff C/Disease of mental health,neuronal pentraxin 2,7
5190,Masellis M/Disease of mental health,neuronal pentraxin 2,7
8186,Tartaglia MC/Disease of mental health,neuronal pentraxin 2,7
7070,Rowe JB/Disease of mental health,neuronal pentraxin 2,7
8543,Vandenberghe R/Disease of mental health,neuronal pentraxin 2,8
2383,Finger E/Disease of mental health,neuronal pentraxin 2,7
8100,Tagliavini F/Disease of mental health,neuronal pentraxin 2,6
7236,Santana I/Disease of mental health,neuronal pentraxin 2,7
1073,Butler CR/Disease of mental health,neuronal pentraxin 2,5
2034,Ducharme S/Disease of mental health,neuronal pentraxin 2,7
2707,Gerhard A/Disease of mental health,neuronal pentraxin 2,7
1701,Danek A/Disease of mental health,neuronal pentraxin 2,7
4655,Levin J/Disease of mental health,neuronal pentraxin 2,9
6151,Otto M/Disease of mental health,neuronal pentraxin 2,7
7832,Sorbi S/Disease of mental health,neuronal pentraxin 2,7
4545,Le Ber I/Disease of mental health,neuronal pentraxin 2,5
6315,Pasquier F/Disease of mental health,neuronal pentraxin 2,5
2809,Gobom J/Disease of mental health,neuronal pentraxin 2,6
955,Brinkmalm A/Disease of mental health,neuronal pentraxin 2,4
813,Blennow K/Disease of mental health,neuronal pentraxin 2,19
9321,Zetterberg H/Disease of mental health,neuronal pentraxin 2,27
7011,Rohrer JD/Disease of mental health,neuronal pentraxin 2,7
9238,Yu J/Disease of mental health,tumor necrosis factor,3
8759,Wang Y/Disease of mental health,huntingtin,7
6877,Renoir T/Disease of mental health,huntingtin,2
3144,Hannan AJ/Disease of mental health,huntingtin,3
8754,Wang W/Disease of mental health,high mobility group box 1,2
8989,Wu M/Disease of mental health,insulin,2
9339,Zhang J/Disease of mental health,insulin,4
1352,Cheng Y/Disease of mental health,insulin,5
217,Altokhis A/Disease of mental health,multiple sclerosis,2
185,Allen CM/Disease of mental health,multiple sclerosis,2
2154,Enzinger C/Disease of mental health,multiple sclerosis,2
6338,Paul F/Disease of mental health,multiple sclerosis,5
2921,Granziera C/Disease of mental health,multiple sclerosis,2
3931,Kappos L/Disease of mental health,multiple sclerosis,2
5600,Montalban X/Disease of mental health,multiple sclerosis,2
9003,Wuerfel J/Disease of mental health,multiple sclerosis,2
2206,Evangelou N/Disease of mental health,multiple sclerosis,5
5850,Navarro JA/Disease of mental health,insulin,2
1791,Decara J/Disease of mental health,insulin,2
5347,Medina-Vera D/Disease of mental health,insulin,2
8354,Tovar R/Disease of mental health,insulin,2
4858,Lopez-Gambero AJ/Disease of mental health,insulin,2
7983,Suarez J/Disease of mental health,insulin,3
6352,Pavon FJ/Disease of mental health,insulin,3
7494,Serrano A/Disease of mental health,insulin,3
9490,de Ceglia M/Disease of mental health,insulin,2
7233,Sanjuan C/Disease of mental health,insulin,2
519,Baltasar YA/Disease of mental health,insulin,2
487,Baixeras E/Disease of mental health,insulin,2
6992,Rodriguez de Fonseca F/Disease of mental health,insulin,3
5850,Navarro JA/Disease of mental health,glucagon,2
1791,Decara J/Disease of mental health,glucagon,2
5347,Medina-Vera D/Disease of mental health,glucagon,2
8354,Tovar R/Disease of mental health,glucagon,2
4858,Lopez-Gambero AJ/Disease of mental health,glucagon,2
7983,Suarez J/Disease of mental health,glucagon,3
6352,Pavon FJ/Disease of mental health,glucagon,3
7494,Serrano A/Disease of mental health,glucagon,3
9490,de Ceglia M/Disease of mental health,glucagon,2
7233,Sanjuan C/Disease of mental health,glucagon,2
519,Baltasar YA/Disease of mental health,glucagon,2
487,Baixeras E/Disease of mental health,glucagon,2
6992,Rodriguez de Fonseca F/Disease of mental health,glucagon,3
5184,Marx W/Disease of mental health,C-reactive protein,2
9136,Yang T/Disease of mental health,caspase 3,3
3464,Hu H/Disease of mental health,caspase 3,2
7219,Sanchez-Valle R/Disease of mental health,neurofilament light chain,9
9003,Wuerfel J/Disease of mental health,multiple sclerosis,2
3931,Kappos L/Disease of mental health,multiple sclerosis,2
2921,Granziera C/Disease of mental health,multiple sclerosis,2
2745,Giannisis A/Disease of mental health,apolipoprotein E,2
118,Al-Grety A/Disease of mental health,apolipoprotein E,2
1175,Carlsson H/Disease of mental health,apolipoprotein E,2
6330,Patra K/Disease of mental health,apolipoprotein E,2
8457,Twohig D/Disease of mental health,apolipoprotein E,2
7226,Sando SB/Disease of mental health,apolipoprotein E,2
4525,Lauridsen C/Disease of mental health,apolipoprotein E,2
698,Berge G/Disease of mental health,apolipoprotein E,2
2956,Grontvedt GR/Disease of mental health,apolipoprotein E,2
925,Brathen G/Disease of mental health,apolipoprotein E,3
8877,White LR/Disease of mental health,apolipoprotein E,2
4373,Kultima K/Disease of mental health,apolipoprotein E,2
5911,Nielsen HM/Disease of mental health,apolipoprotein E,2
2745,Giannisis A/Disease of mental health,neurofilament light chain,2
118,Al-Grety A/Disease of mental health,neurofilament light chain,2
1175,Carlsson H/Disease of mental health,neurofilament light chain,2
6330,Patra K/Disease of mental health,neurofilament light chain,2
8457,Twohig D/Disease of mental health,neurofilament light chain,2
7226,Sando SB/Disease of mental health,neurofilament light chain,2
4525,Lauridsen C/Disease of mental health,neurofilament light chain,2
698,Berge G/Disease of mental health,neurofilament light chain,2
2956,Grontvedt GR/Disease of mental health,neurofilament light chain,2
925,Brathen G/Disease of mental health,neurofilament light chain,3
8877,White LR/Disease of mental health,neurofilament light chain,2
4373,Kultima K/Disease of mental health,neurofilament light chain,2
5911,Nielsen HM/Disease of mental health,neurofilament light chain,2
185,Allen CM/Disease of mental health,multiple sclerosis,2
202,Alotaibi A/Disease of mental health,multiple sclerosis,2
1537,Constantinescu CS/Disease of mental health,multiple sclerosis,3
2206,Evangelou N/Disease of mental health,multiple sclerosis,5
1436,Chun MY/Disease of mental health,apolipoprotein E,2
3730,Jeong JH/Disease of mental health,apolipoprotein E,3
7485,Seo SW/Disease of mental health,apolipoprotein E,2
2157,Eratne D/Disease of mental health,neurofilament light chain,3
4667,Lewis C/Disease of mental health,neurofilament light chain,2
966,Brodtmann A/Disease of mental health,neurofilament light chain,2
9339,Zhang J/Disease of mental health,nerve growth factor,4
4679,Li D/Disease of mental health,leptin,3
9355,Zhang Y/Disease of mental health,leptin,16
9423,Zhu Z/Disease of mental health,leptin,2
3482,Huang H/Disease of mental health,leptin,4
1319,Chen J/Disease of mental health,leptin,2
3135,Han W/Disease of mental health,leptin,2
4685,Li J/Disease of mental health,leptin,6
8743,Wang L/Disease of mental health,leptin,5
1333,Chen T/Disease of mental health,leptin,4
480,Bai X/Disease of mental health,leptin,2
9355,Zhang Y/Disease of mental health,dermokine,16
9114,Yan X/Disease of mental health,brain derived neurotrophic factor,2
9125,Yang J/Disease of mental health,brain derived neurotrophic factor,3
2614,Gao J/Disease of mental health,brain derived neurotrophic factor,2
8743,Wang L/Disease of mental health,brain derived neurotrophic factor,5
6671,Qi Y/Disease of mental health,brain derived neurotrophic factor,2
1333,Chen T/Disease of mental health,insulin,4
9246,Yu Y/Disease of mental health,insulin,2
4823,Liu X/Disease of mental health,insulin,8
471,Bagherniya M/Disease of mental health,myogenin,2
5002,Mahdavi A/Disease of mental health,myogenin,2
7633,Shokri-Mashhadi N/Disease of mental health,myogenin,2
525,Banach M/Disease of mental health,myogenin,2
8674,Von Haehling S/Disease of mental health,myogenin,2
3806,Johnston TP/Disease of mental health,myogenin,2
7151,Sahebkar A/Disease of mental health,myogenin,2
471,Bagherniya M/Disease of mental health,insulin,2
5002,Mahdavi A/Disease of mental health,insulin,2
7633,Shokri-Mashhadi N/Disease of mental health,insulin,2
525,Banach M/Disease of mental health,insulin,2
8674,Von Haehling S/Disease of mental health,insulin,2
3806,Johnston TP/Disease of mental health,insulin,2
7151,Sahebkar A/Disease of mental health,insulin,2
9347,Zhang Q/Disease of mental health,multiple sclerosis,5
4685,Li J/Disease of mental health,multiple sclerosis,6
8755,Wang X/Disease of mental health,myelin oligodendrocyte glycoprotein,14
9370,Zhao Z/Disease of mental health,myelin oligodendrocyte glycoprotein,2
1318,Chen H/Disease of mental health,myelin oligodendrocyte glycoprotein,2
4762,Lin X/Disease of mental health,myelin oligodendrocyte glycoprotein,5
4698,Li S/Disease of mental health,thioredoxin,3
6686,Qiu G/Disease of mental health,thioredoxin,2
8983,Wu J/Disease of mental health,thioredoxin,3
9034,Xie X/Disease of mental health,thioredoxin,4
4762,Lin X/Disease of mental health,thioredoxin,5
8759,Wang Y/Disease of mental health,thioredoxin,7
4961,Ma X/Disease of mental health,thioredoxin,2
1338,Chen Y/Disease of mental health,thioredoxin,7
4813,Liu M/Disease of mental health,thioredoxin,2
4812,Liu L/Disease of mental health,insulin,2
8749,Wang S/Disease of mental health,insulin,7
7828,Song Y/Disease of mental health,insulin,2
1587,Course MM/Disease of mental health,presenilin 1,2
3001,Gudsnuk K/Disease of mental health,presenilin 1,2
4016,Keene CD/Disease of mental health,presenilin 1,2
786,Bird TD/Disease of mental health,presenilin 1,2
3713,Jayadev S/Disease of mental health,presenilin 1,2
8519,Valdmanis PN/Disease of mental health,presenilin 1,2
1587,Course MM/Disease of mental health,presenilin 2,2
3001,Gudsnuk K/Disease of mental health,presenilin 2,2
4016,Keene CD/Disease of mental health,presenilin 2,2
786,Bird TD/Disease of mental health,presenilin 2,2
3713,Jayadev S/Disease of mental health,presenilin 2,2
8519,Valdmanis PN/Disease of mental health,presenilin 2,2
6012,O'Mahony J/Disease of mental health,multiple sclerosis,3
7199,Salter A/Disease of mental health,multiple sclerosis,2
5142,Marrie RA/Disease of mental health,multiple sclerosis,4
1581,Costello F/Disease of mental health,multiple sclerosis,4
6832,Reginald A/Disease of mental health,multiple sclerosis,2
532,Banwell B/Disease of mental health,multiple sclerosis,3
4850,Longoni G/Disease of mental health,multiple sclerosis,4
6982,Roczkowsky A/Disease of mental health,multiple sclerosis,4
1951,Doan MAL/Disease of mental health,multiple sclerosis,4
3351,Hlavay B/Disease of mental health,multiple sclerosis,4
5055,Mamik MK/Disease of mental health,multiple sclerosis,4
923,Branton WG/Disease of mental health,multiple sclerosis,4
5312,McKenzie BA/Disease of mental health,multiple sclerosis,4
7165,Saito LB/Disease of mental health,multiple sclerosis,4
7358,Schmitt L/Disease of mental health,multiple sclerosis,4
2107,Eitzen G/Disease of mental health,multiple sclerosis,4
1881,Di Cara F/Disease of mental health,multiple sclerosis,4
9005,Wuest M/Disease of mental health,multiple sclerosis,4
9004,Wuest F/Disease of mental health,multiple sclerosis,4
6721,Rachubinski R/Disease of mental health,multiple sclerosis,4
6598,Power C/Disease of mental health,multiple sclerosis,4
6982,Roczkowsky A/Disease of mental health,catalase,4
1951,Doan MAL/Disease of mental health,catalase,4
3351,Hlavay B/Disease of mental health,catalase,4
5055,Mamik MK/Disease of mental health,catalase,4
923,Branton WG/Disease of mental health,catalase,4
5312,McKenzie BA/Disease of mental health,catalase,4
7165,Saito LB/Disease of mental health,catalase,4
7358,Schmitt L/Disease of mental health,catalase,4
2107,Eitzen G/Disease of mental health,catalase,4
1881,Di Cara F/Disease of mental health,catalase,4
9005,Wuest M/Disease of mental health,catalase,4
9004,Wuest F/Disease of mental health,catalase,4
6721,Rachubinski R/Disease of mental health,catalase,4
6598,Power C/Disease of mental health,catalase,4
6982,Roczkowsky A/Disease of mental health,myelin basic protein,4
1951,Doan MAL/Disease of mental health,myelin basic protein,4
3351,Hlavay B/Disease of mental health,myelin basic protein,4
5055,Mamik MK/Disease of mental health,myelin basic protein,4
923,Branton WG/Disease of mental health,myelin basic protein,4
5312,McKenzie BA/Disease of mental health,myelin basic protein,4
7165,Saito LB/Disease of mental health,myelin basic protein,4
7358,Schmitt L/Disease of mental health,myelin basic protein,4
2107,Eitzen G/Disease of mental health,myelin basic protein,4
1881,Di Cara F/Disease of mental health,myelin basic protein,4
9005,Wuest M/Disease of mental health,myelin basic protein,4
9004,Wuest F/Disease of mental health,myelin basic protein,4
6721,Rachubinski R/Disease of mental health,myelin basic protein,4
6598,Power C/Disease of mental health,myelin basic protein,4
6982,Roczkowsky A/Disease of mental health,neurofilament heavy chain,4
1951,Doan MAL/Disease of mental health,neurofilament heavy chain,4
3351,Hlavay B/Disease of mental health,neurofilament heavy chain,4
5055,Mamik MK/Disease of mental health,neurofilament heavy chain,4
923,Branton WG/Disease of mental health,neurofilament heavy chain,4
5312,McKenzie BA/Disease of mental health,neurofilament heavy chain,4
7165,Saito LB/Disease of mental health,neurofilament heavy chain,4
7358,Schmitt L/Disease of mental health,neurofilament heavy chain,4
2107,Eitzen G/Disease of mental health,neurofilament heavy chain,4
1881,Di Cara F/Disease of mental health,neurofilament heavy chain,4
9005,Wuest M/Disease of mental health,neurofilament heavy chain,4
9004,Wuest F/Disease of mental health,neurofilament heavy chain,4
6721,Rachubinski R/Disease of mental health,neurofilament heavy chain,4
6598,Power C/Disease of mental health,neurofilament heavy chain,4
8938,Winterton A/Disease of mental health,lipoprotein(a),2
734,Bettella F/Disease of mental health,lipoprotein(a),2
628,Beck D/Disease of mental health,lipoprotein(a),2
3044,Gurholt TP/Disease of mental health,lipoprotein(a),2
7903,Steen NE/Disease of mental health,lipoprotein(a),3
6985,Rodevand L/Disease of mental health,lipoprotein(a),2
8855,Westlye LT/Disease of mental health,lipoprotein(a),5
270,Andreassen OA/Disease of mental health,lipoprotein(a),5
6706,Quintana DS/Disease of mental health,lipoprotein(a),2
8938,Winterton A/Disease of mental health,apolipoprotein A1,2
734,Bettella F/Disease of mental health,apolipoprotein A1,2
628,Beck D/Disease of mental health,apolipoprotein A1,2
3044,Gurholt TP/Disease of mental health,apolipoprotein A1,2
7903,Steen NE/Disease of mental health,apolipoprotein A1,3
6985,Rodevand L/Disease of mental health,apolipoprotein A1,2
8855,Westlye LT/Disease of mental health,apolipoprotein A1,5
270,Andreassen OA/Disease of mental health,apolipoprotein A1,5
6706,Quintana DS/Disease of mental health,apolipoprotein A1,2
3733,Jeppesen R/Disease of mental health,albumin,2
6120,Orlovska-Waast S/Disease of mental health,albumin,2
7835,Sorensen NV/Disease of mental health,albumin,2
1423,Christensen RHB/Disease of mental health,albumin,2
685,Benros ME/Disease of mental health,albumin,3
2313,Feinstein A/Disease of mental health,multiple sclerosis,2
231,Amato MP/Disease of mental health,multiple sclerosis,4
950,Brichetto G/Disease of mental health,multiple sclerosis,3
1649,Cutter G/Disease of mental health,multiple sclerosis,2
2374,Filippi M/Disease of mental health,multiple sclerosis,4
3593,Inglese M/Disease of mental health,multiple sclerosis,4
7199,Salter A/Disease of mental health,multiple sclerosis,2
1226,Cavalla P/Disease of mental health,multiple sclerosis,4
1153,Capobianco M/Disease of mental health,multiple sclerosis,3
5661,Morris JC/Disease of mental health,apolipoprotein E,2
5196,Masters CL/Disease of mental health,apolipoprotein E,9
3804,Johnson SC/Disease of mental health,apolipoprotein E,7
2224,Fagan AM/Disease of mental health,apolipoprotein E,2
689,Benzinger TLS/Disease of mental health,apolipoprotein E,2
3199,Hassenstab J/Disease of mental health,apolipoprotein E,2
602,Bateman RJ/Disease of mental health,apolipoprotein E,2
8735,Wang G/Disease of mental health,apolipoprotein E,4
4709,Li Y/Disease of mental health,apolipoprotein E,21
1615,Cruchaga C/Disease of mental health,apolipoprotein E,2
1753,Day GS/Disease of mental health,apolipoprotein E,2
4655,Levin J/Disease of mental health,apolipoprotein E,9
3571,Ikeuchi T/Disease of mental health,apolipoprotein E,2
9040,Xiong C/Disease of mental health,apolipoprotein E,2
1282,Chang Y/Disease of mental health,C-reactive protein,2
8747,Wang Q/Disease of mental health,C-reactive protein,5
4808,Liu G/Disease of mental health,C-reactive protein,2
6016,O'Rahilly S/Disease of mental health,insulin,2
642,Beiser AS/Disease of mental health,apolipoprotein E,3
1231,Cavuoto M/Disease of mental health,apolipoprotein E,2
7497,Seshadri S/Disease of mental health,apolipoprotein E,4
6311,Pase MP/Disease of mental health,apolipoprotein E,4
3328,Himali JJ/Disease of mental health,apolipoprotein E,3
5111,Marfia GA/Disease of mental health,multiple sclerosis,4
1245,Centonze D/Disease of mental health,multiple sclerosis,3
7205,Salvetti M/Disease of mental health,multiple sclerosis,9
2352,Ferraro E/Disease of mental health,multiple sclerosis,3
2665,Gasperini C/Disease of mental health,multiple sclerosis,2
5514,Mirabella M/Disease of mental health,multiple sclerosis,2
1539,Conte A/Disease of mental health,multiple sclerosis,4
3035,Guo X/Disease of mental health,insulin,3
3032,Guo S/Disease of mental health,insulin,3
9337,Zhang H/Disease of mental health,insulin,7
4713,Li Z/Disease of mental health,insulin,4
4249,Kononikhin AS/Disease of mental health,afamin,3
9284,Zakharova NV/Disease of mental health,afamin,3
7465,Semenov SD/Disease of mental health,afamin,3
1032,Bugrova AE/Disease of mental health,afamin,3
1014,Brzhozovskiy AG/Disease of mental health,afamin,3
3589,Indeykina MI/Disease of mental health,afamin,3
2306,Fedorova YB/Disease of mental health,afamin,3
4238,Kolykhalov IV/Disease of mental health,afamin,3
7969,Strelnikova PA/Disease of mental health,afamin,3
3572,Ikonnikova AY/Disease of mental health,afamin,3
2971,Gryadunov DA/Disease of mental health,afamin,3
2682,Gavrilova SI/Disease of mental health,afamin,3
5926,Nikolaev EN/Disease of mental health,afamin,3
4249,Kononikhin AS/Disease of mental health,apolipoprotein E,3
9284,Zakharova NV/Disease of mental health,apolipoprotein E,3
7465,Semenov SD/Disease of mental health,apolipoprotein E,3
1032,Bugrova AE/Disease of mental health,apolipoprotein E,3
1014,Brzhozovskiy AG/Disease of mental health,apolipoprotein E,3
3589,Indeykina MI/Disease of mental health,apolipoprotein E,3
2306,Fedorova YB/Disease of mental health,apolipoprotein E,3
4238,Kolykhalov IV/Disease of mental health,apolipoprotein E,3
7969,Strelnikova PA/Disease of mental health,apolipoprotein E,3
3572,Ikonnikova AY/Disease of mental health,apolipoprotein E,3
2971,Gryadunov DA/Disease of mental health,apolipoprotein E,3
2682,Gavrilova SI/Disease of mental health,apolipoprotein E,3
5926,Nikolaev EN/Disease of mental health,apolipoprotein E,3
4249,Kononikhin AS/Disease of mental health,biotinidase,3
9284,Zakharova NV/Disease of mental health,biotinidase,3
7465,Semenov SD/Disease of mental health,biotinidase,3
1032,Bugrova AE/Disease of mental health,biotinidase,3
1014,Brzhozovskiy AG/Disease of mental health,biotinidase,3
3589,Indeykina MI/Disease of mental health,biotinidase,3
2306,Fedorova YB/Disease of mental health,biotinidase,3
4238,Kolykhalov IV/Disease of mental health,biotinidase,3
7969,Strelnikova PA/Disease of mental health,biotinidase,3
3572,Ikonnikova AY/Disease of mental health,biotinidase,3
2971,Gryadunov DA/Disease of mental health,biotinidase,3
2682,Gavrilova SI/Disease of mental health,biotinidase,3
5926,Nikolaev EN/Disease of mental health,biotinidase,3
9355,Zhang Y/Disease of mental health,C-reactive protein,16
790,Bis JC/Disease of mental health,apolipoprotein E,4
270,Andreassen OA/Disease of mental health,apolipoprotein E,5
5196,Masters CL/Disease of mental health,apolipoprotein E,9
2181,Escott-Price V/Disease of mental health,apolipoprotein E,2
7497,Seshadri S/Disease of mental health,apolipoprotein E,4
4323,Kremen WS/Disease of mental health,apolipoprotein E,2
6578,Portaccio E/Disease of mental health,multiple sclerosis,2
3548,Iaffaldano P/Disease of mental health,multiple sclerosis,2
1767,De Luca G/Disease of mental health,multiple sclerosis,2
6736,Ragonese P/Disease of mental health,multiple sclerosis,2
6336,Patti F/Disease of mental health,multiple sclerosis,8
944,Brescia Morra V/Disease of mental health,multiple sclerosis,2
1490,Cocco E/Disease of mental health,multiple sclerosis,4
7799,Sola P/Disease of mental health,multiple sclerosis,2
3593,Inglese M/Disease of mental health,multiple sclerosis,4
4928,Lus G/Disease of mental health,multiple sclerosis,3
6599,Pozzilli C/Disease of mental health,multiple sclerosis,3
5015,Maimone D/Disease of mental health,multiple sclerosis,3
4908,Lugaresi A/Disease of mental health,multiple sclerosis,4
1521,Comi G/Disease of mental health,multiple sclerosis,4
6437,Pesci I/Disease of mental health,multiple sclerosis,2
7869,Spitaleri D/Disease of mental health,multiple sclerosis,4
2918,Granella F/Disease of mental health,multiple sclerosis,3
7205,Salvetti M/Disease of mental health,multiple sclerosis,9
2374,Filippi M/Disease of mental health,multiple sclerosis,4
8392,Trojano M/Disease of mental health,multiple sclerosis,3
231,Amato MP/Disease of mental health,multiple sclerosis,4
3919,Kang S/Disease of mental health,C-reactive protein,2
8994,Wu Q/Disease of mental health,parvalbumin,2
8022,Sun H/Disease of mental health,parvalbumin,2
4809,Liu H/Disease of mental health,parvalbumin,4
1324,Chen L/Disease of mental health,parvalbumin,7
2982,Gu Y/Disease of mental health,parvalbumin,2
1319,Chen J/Disease of mental health,parvalbumin,2
3759,Jiang H/Disease of mental health,parvalbumin,2
9410,Zhou Y/Disease of mental health,parvalbumin,5
1279,Chang L/Disease of mental health,parvalbumin,2
8737,Wang H/Disease of mental health,parvalbumin,8
8754,Wang W/Disease of mental health,parvalbumin,2
3497,Huang Z/Disease of mental health,parvalbumin,3
9337,Zhang H/Disease of mental health,prolactin,7
8755,Wang X/Disease of mental health,prolactin,14
2915,Gran B/Disease of mental health,multiple sclerosis,2
4705,Li W/Disease of mental health,somatostatin,3
9000,Wu Y/Disease of mental health,somatostatin,6
8761,Wang Z/Disease of mental health,somatostatin,6
4698,Li S/Disease of mental health,somatostatin,3
9125,Yang J/Disease of mental health,somatostatin,3
6689,Qiu S/Disease of mental health,somatostatin,4
8749,Wang S/Disease of mental health,somatostatin,7
7642,Shu Y/Disease of mental health,somatostatin,2
1324,Chen L/Disease of mental health,somatostatin,7
8747,Wang Q/Disease of mental health,somatostatin,5
4893,Lu W/Disease of mental health,somatostatin,3
6914,Riederer P/Disease of mental health,tyrosine hydroxylase,4
8029,Sun Q/Disease of mental health,cholecystokinin,3
8171,Tang Y/Disease of mental health,low density lipoprotein receptor,3
2614,Gao J/Disease of mental health,low density lipoprotein receptor,2
8752,Wang T/Disease of mental health,low density lipoprotein receptor,2
9347,Zhang Q/Disease of mental health,low density lipoprotein receptor,5
1318,Chen H/Disease of mental health,low density lipoprotein receptor,2
2620,Gao X/Disease of mental health,low density lipoprotein receptor,2
4821,Liu W/Disease of mental health,multiple sclerosis,4
2249,Fan M/Disease of mental health,multiple sclerosis,5
4893,Lu W/Disease of mental health,multiple sclerosis,3
9418,Zhu W/Disease of mental health,multiple sclerosis,3
5395,Meng L/Disease of mental health,multiple sclerosis,2
4892,Lu S/Disease of mental health,multiple sclerosis,2
9016,Xia QR/Disease of mental health,insulin,5
6666,Qi CC/Disease of mental health,insulin,5
2690,Ge JF/Disease of mental health,insulin,5
8853,Wesenhagen KEJ/Disease of mental health,neurogranin,3
8278,Tijms BM/Disease of mental health,neurogranin,5
858,Boonkamp L/Disease of mental health,neurogranin,3
3363,Hoede PL/Disease of mental health,neurogranin,2
2864,Goossens J/Disease of mental health,neurogranin,2
1870,Dewit N/Disease of mental health,neurogranin,2
7330,Scheltens P/Disease of mental health,neurogranin,4
8545,Vanmechelen E/Disease of mental health,neurogranin,2
8647,Visser PJ/Disease of mental health,neurogranin,7
8225,Teunissen CE/Disease of mental health,neurogranin,5
8853,Wesenhagen KEJ/Disease of mental health,beta-secretase 1,3
8278,Tijms BM/Disease of mental health,beta-secretase 1,5
858,Boonkamp L/Disease of mental health,beta-secretase 1,3
3363,Hoede PL/Disease of mental health,beta-secretase 1,2
2864,Goossens J/Disease of mental health,beta-secretase 1,2
1870,Dewit N/Disease of mental health,beta-secretase 1,2
7330,Scheltens P/Disease of mental health,beta-secretase 1,4
8545,Vanmechelen E/Disease of mental health,beta-secretase 1,2
8647,Visser PJ/Disease of mental health,beta-secretase 1,7
8225,Teunissen CE/Disease of mental health,beta-secretase 1,5
4685,Li J/Disease of mental health,multiple sclerosis,6
